caption,instance_id,mapped_class,split,image_path,class_label,attributes,color,material,condition,size
object photo,,mouse,train,pooled_images/Team17_mouse_11_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_10_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_10_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_10_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_10_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_10_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,val,pooled_images/Team17_mouse_9_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_9_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_9_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,val,pooled_images/Team17_mouse_9_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,val,pooled_images/Team17_mouse_9_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_5_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_5_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,val,pooled_images/Team17_mouse_5_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_5_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_5_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,val,pooled_images/Team17_mouse_4_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_4_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_4_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_4_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_4_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_6_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_6_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_6_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,val,pooled_images/Team17_mouse_6_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_6_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_3_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_3_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_3_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_3_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_2_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_2_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_2_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_2_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_2_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_8_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_8_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_8_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_8_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_8_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_0_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_0_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_0_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_0_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_0_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_7_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_7_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_7_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_7_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_7_4.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,val,pooled_images/Team17_mouse_1_0.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_1_1.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_1_2.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
object photo,,mouse,train,pooled_images/Team17_mouse_1_3.jpg,mouse,color:unknown;condition:unknown;material:unknown;size:unknown,unknown,unknown,unknown,unknown
Bright yellow fabric sneakers lightly worn,,sneakers,train,pooled_images/team24_sneakers_001.jpg,footwear_sneakers,color:yellow;condition:used;material:fabric;size:unknown,yellow,fabric,used,unknown
Bright yellow fabric sneakers lightly worn,,sneakers,train,pooled_images/team24_sneakers_002.jpg,footwear_sneakers,color:yellow;condition:used;material:fabric;size:unknown,yellow,fabric,used,unknown
Bright yellow fabric sneakers lightly worn,,sneakers,train,pooled_images/team24_sneakers_003.jpg,footwear_sneakers,color:yellow;condition:used;material:fabric;size:unknown,yellow,fabric,used,unknown
Bright yellow fabric sneakers lightly worn,,sneakers,val,pooled_images/team24_sneakers_004.jpg,footwear_sneakers,color:yellow;condition:used;material:fabric;size:unknown,yellow,fabric,used,unknown
Bright yellow fabric sneakers lightly worn,,sneakers,train,pooled_images/team24_sneakers_005.jpg,footwear_sneakers,color:yellow;condition:used;material:fabric;size:unknown,yellow,fabric,used,unknown
Fresh yellow fabric sneakers brand new,,sneakers,train,pooled_images/team24_sneakers_006.jpg,footwear_sneakers,color:yellow;condition:new;material:fabric;size:unknown,yellow,fabric,new,unknown
Fresh yellow fabric sneakers brand new,,sneakers,val,pooled_images/team24_sneakers_007.jpg,footwear_sneakers,color:yellow;condition:new;material:fabric;size:unknown,yellow,fabric,new,unknown
Fresh yellow fabric sneakers brand new,,sneakers,train,pooled_images/team24_sneakers_008.jpg,footwear_sneakers,color:yellow;condition:new;material:fabric;size:unknown,yellow,fabric,new,unknown
Fresh yellow fabric sneakers brand new,,sneakers,train,pooled_images/team24_sneakers_009.jpg,footwear_sneakers,color:yellow;condition:new;material:fabric;size:unknown,yellow,fabric,new,unknown
Fresh yellow fabric sneakers brand new,,sneakers,val,pooled_images/team24_sneakers_010.jpg,footwear_sneakers,color:yellow;condition:new;material:fabric;size:unknown,yellow,fabric,new,unknown
Sleek brown fabric sneakers unworn,,sneakers,train,pooled_images/team24_sneakers_011.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Sleek brown fabric sneakers unworn,,sneakers,train,pooled_images/team24_sneakers_012.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Sleek brown fabric sneakers unworn,,sneakers,val,pooled_images/team24_sneakers_013.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Sleek brown fabric sneakers unworn,,sneakers,train,pooled_images/team24_sneakers_014.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Sleek brown fabric sneakers unworn,,sneakers,val,pooled_images/team24_sneakers_015.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Bold red fabric sneakers pristine,,sneakers,train,pooled_images/team24_sneakers_016.jpg,footwear_sneakers,color:red;condition:new;material:fabric;size:unknown,red,fabric,new,unknown
Bold red fabric sneakers pristine,,sneakers,train,pooled_images/team24_sneakers_017.jpg,footwear_sneakers,color:red;condition:new;material:fabric;size:unknown,red,fabric,new,unknown
Bold red fabric sneakers pristine,,sneakers,val,pooled_images/team24_sneakers_018.jpg,footwear_sneakers,color:red;condition:new;material:fabric;size:unknown,red,fabric,new,unknown
Bold red fabric sneakers pristine,,sneakers,train,pooled_images/team24_sneakers_019.jpg,footwear_sneakers,color:red;condition:new;material:fabric;size:unknown,red,fabric,new,unknown
Bold red fabric sneakers pristine,,sneakers,val,pooled_images/team24_sneakers_020.jpg,footwear_sneakers,color:red;condition:new;material:fabric;size:unknown,red,fabric,new,unknown
Fresh green fabric sneakers mint condition,,sneakers,train,pooled_images/team24_sneakers_021.jpg,footwear_sneakers,color:green;condition:new;material:fabric;size:unknown,green,fabric,new,unknown
Fresh green fabric sneakers mint condition,,sneakers,val,pooled_images/team24_sneakers_022.jpg,footwear_sneakers,color:green;condition:new;material:fabric;size:unknown,green,fabric,new,unknown
Fresh green fabric sneakers mint condition,,sneakers,train,pooled_images/team24_sneakers_023.jpg,footwear_sneakers,color:green;condition:new;material:fabric;size:unknown,green,fabric,new,unknown
Fresh green fabric sneakers mint condition,,sneakers,train,pooled_images/team24_sneakers_024.jpg,footwear_sneakers,color:green;condition:new;material:fabric;size:unknown,green,fabric,new,unknown
Fresh green fabric sneakers mint condition,,sneakers,train,pooled_images/team24_sneakers_025.jpg,footwear_sneakers,color:green;condition:new;material:fabric;size:unknown,green,fabric,new,unknown
Classic blue fabric sneakers pre-loved,,sneakers,train,pooled_images/team24_sneakers_026.jpg,footwear_sneakers,color:blue;condition:used;material:fabric;size:unknown,blue,fabric,used,unknown
Classic blue fabric sneakers pre-loved,,sneakers,train,pooled_images/team24_sneakers_027.jpg,footwear_sneakers,color:blue;condition:used;material:fabric;size:unknown,blue,fabric,used,unknown
Classic blue fabric sneakers pre-loved,,sneakers,train,pooled_images/team24_sneakers_028.jpg,footwear_sneakers,color:blue;condition:used;material:fabric;size:unknown,blue,fabric,used,unknown
Classic blue fabric sneakers pre-loved,,sneakers,train,pooled_images/team24_sneakers_029.jpg,footwear_sneakers,color:blue;condition:used;material:fabric;size:unknown,blue,fabric,used,unknown
Classic blue fabric sneakers pre-loved,,sneakers,train,pooled_images/team24_sneakers_030.jpg,footwear_sneakers,color:blue;condition:used;material:fabric;size:unknown,blue,fabric,used,unknown
White fabric sneakers gently used style,,sneakers,train,pooled_images/team24_sneakers_031.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White fabric sneakers gently used style,,sneakers,train,pooled_images/team24_sneakers_032.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White fabric sneakers gently used style,,sneakers,train,pooled_images/team24_sneakers_033.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White fabric sneakers gently used style,,sneakers,val,pooled_images/team24_sneakers_034.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White fabric sneakers gently used style,,sneakers,train,pooled_images/team24_sneakers_035.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White sneakers well-worn but stylish,,sneakers,train,pooled_images/team24_sneakers_036.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White sneakers well-worn but stylish,,sneakers,train,pooled_images/team24_sneakers_037.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White sneakers well-worn but stylish,,sneakers,train,pooled_images/team24_sneakers_038.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White sneakers well-worn but stylish,,sneakers,train,pooled_images/team24_sneakers_039.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
White sneakers well-worn but stylish,,sneakers,train,pooled_images/team24_sneakers_040.jpg,footwear_sneakers,color:white;condition:used;material:fabric;size:unknown,white,fabric,used,unknown
Green fabric sneakers with vintage wear,,sneakers,train,pooled_images/team24_sneakers_041.jpg,footwear_sneakers,color:green;condition:used;material:fabric;size:unknown,green,fabric,used,unknown
Green fabric sneakers with vintage wear,,sneakers,train,pooled_images/team24_sneakers_042.jpg,footwear_sneakers,color:green;condition:used;material:fabric;size:unknown,green,fabric,used,unknown
Green fabric sneakers with vintage wear,,sneakers,train,pooled_images/team24_sneakers_043.jpg,footwear_sneakers,color:green;condition:used;material:fabric;size:unknown,green,fabric,used,unknown
Green fabric sneakers with vintage wear,,sneakers,train,pooled_images/team24_sneakers_044.jpg,footwear_sneakers,color:green;condition:used;material:fabric;size:unknown,green,fabric,used,unknown
Green fabric sneakers with vintage wear,,sneakers,val,pooled_images/team24_sneakers_045.jpg,footwear_sneakers,color:green;condition:used;material:fabric;size:unknown,green,fabric,used,unknown
Deep brown fabric sneakers like new,,sneakers,train,pooled_images/team24_sneakers_046.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Deep brown fabric sneakers like new,,sneakers,train,pooled_images/team24_sneakers_047.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Deep brown fabric sneakers like new,,sneakers,train,pooled_images/team24_sneakers_048.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Deep brown fabric sneakers like new,,sneakers,train,pooled_images/team24_sneakers_049.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Deep brown fabric sneakers like new,,sneakers,val,pooled_images/team24_sneakers_050.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Vibrant blue fabric sneakers fresh design,,sneakers,train,pooled_images/team24_sneakers_051.jpg,footwear_sneakers,color:blue;condition:new;material:fabric;size:unknown,blue,fabric,new,unknown
Vibrant blue fabric sneakers fresh design,,sneakers,train,pooled_images/team24_sneakers_052.jpg,footwear_sneakers,color:blue;condition:new;material:fabric;size:unknown,blue,fabric,new,unknown
Vibrant blue fabric sneakers fresh design,,sneakers,train,pooled_images/team24_sneakers_053.jpg,footwear_sneakers,color:blue;condition:new;material:fabric;size:unknown,blue,fabric,new,unknown
Vibrant blue fabric sneakers fresh design,,sneakers,val,pooled_images/team24_sneakers_054.jpg,footwear_sneakers,color:blue;condition:new;material:fabric;size:unknown,blue,fabric,new,unknown
Vibrant blue fabric sneakers fresh design,,sneakers,train,pooled_images/team24_sneakers_055.jpg,footwear_sneakers,color:blue;condition:new;material:fabric;size:unknown,blue,fabric,new,unknown
Dark brown sneakers premium fabric finish,,sneakers,train,pooled_images/team24_sneakers_056.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Dark brown sneakers premium fabric finish,,sneakers,train,pooled_images/team24_sneakers_057.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Dark brown sneakers premium fabric finish,,sneakers,train,pooled_images/team24_sneakers_058.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Dark brown sneakers premium fabric finish,,sneakers,train,pooled_images/team24_sneakers_059.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
Dark brown sneakers premium fabric finish,,sneakers,train,pooled_images/team24_sneakers_060.jpg,footwear_sneakers,color:brown;condition:new;material:fabric;size:unknown,brown,fabric,new,unknown
baseball cap in red in front view,,cap,train,pooled_images/team13_clothing_cap_001.jpg,clothing_cap,color:red;condition:new;material:fabric;size:large,red,fabric,new,large
baseball cap in red in top view with logo,,cap,train,pooled_images/team13_clothing_cap_002.jpg,clothing_cap,color:red;condition:new;material:fabric;size:large,red,fabric,new,large
headwear cap displaying design and style,,cap,train,pooled_images/team13_clothing_cap_003.jpg,clothing_cap,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
headwear cap displaying brand and design in back view,,cap,train,pooled_images/team13_clothing_cap_004.jpg,clothing_cap,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_005.jpg,clothing_cap,color:black;condition:new;material:fabric;size:medium,black,fabric,new,medium
baseball cap in white color with stitching,,cap,train,pooled_images/team13_clothing_cap_006.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:large,white,fabric,worn,large
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_007.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:large,white,fabric,worn,large
casual cap showing front view and details,,cap,train,pooled_images/team13_clothing_cap_008.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:large,white,fabric,worn,large
cap with adjustable strap and fabric material,,cap,val,pooled_images/team13_clothing_cap_009.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:large,white,fabric,worn,large
headwear cap displaying brand and design,,cap,train,pooled_images/team13_clothing_cap_010.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:large,white,fabric,worn,large
cap with adjustable strap and fabric material in back view,,cap,val,pooled_images/team13_clothing_cap_011.jpg,clothing_cap,color:gray;condition:new;material:synthetic;size:small,gray,synthetic,new,small
headwear cap displaying brand and design,,cap,train,pooled_images/team13_clothing_cap_012.jpg,clothing_cap,color:gray;condition:new;material:synthetic;size:small,gray,synthetic,new,small
cap in grey color in front view,,cap,val,pooled_images/team13_clothing_cap_013.jpg,clothing_cap,color:gray;condition:new;material:synthetic;size:small,gray,synthetic,new,small
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_014.jpg,clothing_cap,color:red;condition:worn;material:fabric;size:large,red,fabric,worn,large
casual cap showing Top view and details,,cap,train,pooled_images/team13_clothing_cap_015.jpg,clothing_cap,color:red;condition:worn;material:fabric;size:large,red,fabric,worn,large
headwear cap displaying design in top view,,cap,train,pooled_images/team13_clothing_cap_016.jpg,clothing_cap,color:blue;condition:used;material:fabric;size:small,blue,fabric,used,small
cap in solid blue color in back view,,cap,train,pooled_images/team13_clothing_cap_017.jpg,clothing_cap,color:blue;condition:used;material:fabric;size:small,blue,fabric,used,small
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_018.jpg,clothing_cap,color:black;condition:new;material:synthetic;size:large,black,synthetic,new,large
casual cap showing front view and details,,cap,val,pooled_images/team13_clothing_cap_019.jpg,clothing_cap,color:black;condition:new;material:synthetic;size:large,black,synthetic,new,large
cap with fabric material in lateral view,,cap,train,pooled_images/team13_clothing_cap_020.jpg,clothing_cap,color:black;condition:new;material:synthetic;size:large,black,synthetic,new,large
cap with adjustable strap and fabric material,,cap,train,pooled_images/team13_clothing_cap_021.jpg,clothing_cap,color:black;condition:new;material:synthetic;size:large,black,synthetic,new,large
baseball cap in solid color with stitching,,cap,train,pooled_images/team13_clothing_cap_022.jpg,clothing_cap,color:black;condition:new;material:synthetic;size:large,black,synthetic,new,large
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_023.jpg,clothing_cap,color:purple;condition:worn;material:fabric;size:small,purple,fabric,worn,small
casual cap showing front view and details,,cap,train,pooled_images/team13_clothing_cap_024.jpg,clothing_cap,color:purple;condition:worn;material:fabric;size:small,purple,fabric,worn,small
baseball cap displaying logo and design,,cap,val,pooled_images/team13_clothing_cap_025.jpg,clothing_cap,color:purple;condition:worn;material:fabric;size:small,purple,fabric,worn,small
cap with adjustable strap and fabric material,,cap,val,pooled_images/team13_clothing_cap_026.jpg,clothing_cap,color:purple;condition:worn;material:fabric;size:small,purple,fabric,worn,small
baseball cap in solid color with stitching,,cap,train,pooled_images/team13_clothing_cap_027.jpg,clothing_cap,color:purple;condition:worn;material:fabric;size:small,purple,fabric,worn,small
headwear cap displaying brand and design,,cap,train,pooled_images/team13_clothing_cap_028.jpg,clothing_cap,color:blue;condition:used;material:fabric;size:small,blue,fabric,used,small
baseball cap in solid color with stitching,,cap,train,pooled_images/team13_clothing_cap_029.jpg,clothing_cap,color:blue;condition:used;material:fabric;size:small,blue,fabric,used,small
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_030.jpg,clothing_cap,color:blue;condition:used;material:fabric;size:small,blue,fabric,used,small
casual cap showing front view and details,,cap,val,pooled_images/team13_clothing_cap_031.jpg,clothing_cap,color:blue;condition:used;material:fabric;size:small,blue,fabric,used,small
cap with adjustable strap and fabric material,,cap,train,pooled_images/team13_clothing_cap_032.jpg,clothing_cap,color:blue;condition:used;material:fabric;size:small,blue,fabric,used,small
casual cap showing front view and details,,cap,train,pooled_images/team13_clothing_cap_033.jpg,clothing_cap,color:red;condition:used;material:fabric;size:large,red,fabric,used,large
cap with adjustable strap and fabric material,,cap,train,pooled_images/team13_clothing_cap_034.jpg,clothing_cap,color:red;condition:used;material:fabric;size:large,red,fabric,used,large
headwear cap displaying brand and design,,cap,val,pooled_images/team13_clothing_cap_035.jpg,clothing_cap,color:red;condition:used;material:fabric;size:large,red,fabric,used,large
baseball cap in solid color with stitching,,cap,train,pooled_images/team13_clothing_cap_036.jpg,clothing_cap,color:red;condition:used;material:fabric;size:large,red,fabric,used,large
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_037.jpg,clothing_cap,color:red;condition:used;material:fabric;size:large,red,fabric,used,large
baseball cap in solid color with stitching,,cap,val,pooled_images/team13_clothing_cap_038.jpg,clothing_cap,color:black;condition:used;material:synthetic;size:medium,black,synthetic,used,medium
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_039.jpg,clothing_cap,color:black;condition:used;material:synthetic;size:medium,black,synthetic,used,medium
casual cap showing front view and details,,cap,train,pooled_images/team13_clothing_cap_040.jpg,clothing_cap,color:black;condition:used;material:synthetic;size:medium,black,synthetic,used,medium
cap with adjustable strap and fabric material,,cap,train,pooled_images/team13_clothing_cap_041.jpg,clothing_cap,color:black;condition:used;material:synthetic;size:medium,black,synthetic,used,medium
headwear cap displaying brand and design,,cap,train,pooled_images/team13_clothing_cap_042.jpg,clothing_cap,color:black;condition:used;material:synthetic;size:medium,black,synthetic,used,medium
cap with adjustable strap and fabric material,,cap,val,pooled_images/team13_clothing_cap_043.jpg,clothing_cap,color:gray;condition:new;material:fabric;size:small,gray,fabric,new,small
headwear cap displaying brand and design,,cap,train,pooled_images/team13_clothing_cap_044.jpg,clothing_cap,color:gray;condition:new;material:fabric;size:small,gray,fabric,new,small
baseball cap in solid color with stitching,,cap,train,pooled_images/team13_clothing_cap_045.jpg,clothing_cap,color:gray;condition:new;material:fabric;size:small,gray,fabric,new,small
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_046.jpg,clothing_cap,color:gray;condition:new;material:fabric;size:small,gray,fabric,new,small
casual cap showing front view and details,,cap,val,pooled_images/team13_clothing_cap_047.jpg,clothing_cap,color:gray;condition:new;material:fabric;size:small,gray,fabric,new,small
headwear cap displaying brand and design,,cap,train,pooled_images/team13_clothing_cap_048.jpg,clothing_cap,color:white;condition:used;material:synthetic;size:small,white,synthetic,used,small
baseball cap in solid color with stitching,,cap,train,pooled_images/team13_clothing_cap_049.jpg,clothing_cap,color:white;condition:used;material:synthetic;size:small,white,synthetic,used,small
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_050.jpg,clothing_cap,color:white;condition:used;material:synthetic;size:small,white,synthetic,used,small
casual cap showing front view and details,,cap,train,pooled_images/team13_clothing_cap_051.jpg,clothing_cap,color:white;condition:used;material:synthetic;size:small,white,synthetic,used,small
cap with adjustable strap and fabric material,,cap,train,pooled_images/team13_clothing_cap_052.jpg,clothing_cap,color:white;condition:used;material:synthetic;size:small,white,synthetic,used,small
baseball cap with curved brim and logo,,cap,train,pooled_images/team13_clothing_cap_053.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:small,white,fabric,worn,small
casual cap showing front view and details,,cap,train,pooled_images/team13_clothing_cap_054.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:small,white,fabric,worn,small
cap with adjustable strap and fabric material,,cap,train,pooled_images/team13_clothing_cap_055.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:small,white,fabric,worn,small
headwear cap displaying brand and design,,cap,train,pooled_images/team13_clothing_cap_056.jpg,clothing_cap,color:white;condition:worn;material:fabric;size:small,white,fabric,worn,small
